position,Club name,team,gender,finisherPositions,teamPoints,penaltyPoints,totalPoints,totalFinishers,Website
1,Giffnock North AC,7,M,"2,3,4",9,0,9,8,
2,Law & District AAC,37,M,"6,11",17,38,55,2,
3,Inverclyde AC,4,M,"15,18,24",57,0,57,3,
4,Cambuslang Harriers,6,M,"8,12",20,38,58,2,
5,Shettleston Harriers,10,M,"17,20",37,38,75,2,
6,Garscube Harriers,9,M,1,1,76,77,1,
7,East Kilbride AC,1,M,"13,28",41,38,79,2,http://www.ekac.org.uk/
8,Springburn Harriers,48,M,7,7,76,83,1,
9,Kilmarnock H&AC,2,M,"21,26",47,38,85,2,http://www.kilmarnockharriers.com/
10,Kilbarchan AAC,34,M,19,19,76,95,1,
11,Airdrie Harriers,11,M,22,22,76,98,1,
12,Ayr Seaforth AC,14,M,23,23,76,99,1,
13,VP-Glasgow,54,M,25,25,76,101,1,
14,North Ayrshire AAC,44,M,27,27,76,103,1,
15,Larkhall YMCA,36,M,,0,114,114,0,
16,Maryhill Harriers,38,M,,0,114,114,0,
17,Mid Argyll AAC,39,M,,0,114,114,0,
18,Kirkintilloch Olympians,35,M,,0,114,114,0,
19,Motherwell AC,40,M,,0,114,114,0,
20,Mull AC,41,M,,0,114,114,0,
21,Newton Road Runners,42,M,,0,114,114,0,
22,Stewartry AC,49,M,,0,114,114,0,
23,Red Star AC,45,M,,0,114,114,0,
24,Royal Mail Run GMC,46,M,,0,114,114,0,
25,Scottish Fire & Rescue Service AC,47,M,,0,114,114,0,
26,Strathaven Striders,50,M,,0,114,114,0,
27,Strathclyde Police AC,51,M,,0,114,114,0,
28,Strathclyde University Harriers,52,M,,0,114,114,0,
29,Troon Tortoises,53,M,,0,114,114,0,
30,West Dunbartonshire AC,55,M,,0,114,114,0,
31,Nithsdale AC,43,M,,0,114,114,0,
32,Irvine RC,33,M,,0,114,114,0,
33,Glasgow University Hares and Hounds,29,M,,0,114,114,0,
34,Hamilton Harriers,31,M,,0,114,114,0,
35,Bellahouston RR,3,M,,0,114,114,0,https://www.bellahoustonroadrunners.co.uk/
36,Westerlands CCC,5,M,,0,114,114,0,
37,Bellahouston Harriers,8,M,,0,114,114,0,
38,Annan and District AC,12,M,,0,114,114,0,
39,Arran Runners,13,M,,0,114,114,0,
40,Ayrodynamic Triathlon Club,15,M,,0,114,114,0,
41,Beith Harriers,16,M,,0,114,114,0,
42,Calderglen Harriers,17,M,,0,114,114,0,
43,Campbeltown Running Club,18,M,,0,114,114,0,
44,Clydesdale Harriers,19,M,,0,114,114,0,
45,Cumbernauld AAC,20,M,,0,114,114,0,
46,Dumbarton AAC,21,M,,0,114,114,0,
47,Dumfries Harriers,22,M,,0,114,114,0,
48,Dumfries Running Club,23,M,,0,114,114,0,
49,Galloway Harriers AAC,24,M,,0,114,114,0,
50,Girvan AC,25,M,,0,114,114,0,
51,Glasgow Caledonian University AC,26,M,,0,114,114,0,
52,Glasgow FrontRunners,27,M,,0,114,114,0,
53,Glasgow Triathlon Club,28,M,,0,114,114,0,
54,West End RR,56,M,,0,114,114,0,
55,Greenock Glenpark Harriers,30,M,,0,114,114,0,
56,Helensburgh AAC,32,M,,0,114,114,0,
57,Whitemoss AAC,57,M,,0,114,114,0,
