position,Club name,team,gender,finisherPositions,teamPoints,penaltyPoints,totalPoints,totalFinishers,Website
1,East Kilbride AC,1,M,"4,5,7",16,0,16,4,http://www.ekac.org.uk/
2,Cambuslang Harriers,6,M,"2,3",5,27,32,2,
3,Kilmarnock H&AC,2,M,"1,11",12,27,39,2,http://www.kilmarnockharriers.com/
4,Law & District AAC,37,M,"6,9",15,27,42,2,
5,Airdrie Harriers,11,M,"15,16,17",48,0,48,3,
6,Shettleston Harriers,10,M,8,8,54,62,1,
7,Ayr Seaforth AC,14,M,10,10,54,64,1,
8,Whitemoss AAC,57,M,12,12,54,66,1,
9,Larkhall YMCA,36,M,14,14,54,68,1,
10,Garscube Harriers,9,M,,0,81,81,0,
11,Kirkintilloch Olympians,35,M,,0,81,81,0,
12,Bellahouston RR,3,M,,0,81,81,0,https://www.bellahoustonroadrunners.co.uk/
13,Maryhill Harriers,38,M,,0,81,81,0,
14,Mid Argyll AAC,39,M,,0,81,81,0,
15,Motherwell AC,40,M,,0,81,81,0,
16,Mull AC,41,M,,0,81,81,0,
17,Newton Road Runners,42,M,,0,81,81,0,
18,Nithsdale AC,43,M,,0,81,81,0,
19,North Ayrshire AAC,44,M,,0,81,81,0,
20,Red Star AC,45,M,,0,81,81,0,
21,Royal Mail Run GMC,46,M,,0,81,81,0,
22,Scottish Fire & Rescue Service AC,47,M,,0,81,81,0,
23,Springburn Harriers,48,M,,0,81,81,0,
24,Stewartry AC,49,M,,0,81,81,0,
25,Strathaven Striders,50,M,,0,81,81,0,
26,Strathclyde Police AC,51,M,,0,81,81,0,
27,Strathclyde University Harriers,52,M,,0,81,81,0,
28,Troon Tortoises,53,M,,0,81,81,0,
29,VP-Glasgow,54,M,,0,81,81,0,
30,West Dunbartonshire AC,55,M,,0,81,81,0,
31,Kilbarchan AAC,34,M,,0,81,81,0,
32,Bellahouston Harriers,8,M,,0,81,81,0,
33,Irvine RC,33,M,,0,81,81,0,
34,Hamilton Harriers,31,M,,0,81,81,0,
35,Giffnock North AC,7,M,,0,81,81,0,
36,Westerlands CCC,5,M,,0,81,81,0,
37,Annan and District AC,12,M,,0,81,81,0,
38,Arran Runners,13,M,,0,81,81,0,
39,Inverclyde AC,4,M,,0,81,81,0,
40,Ayrodynamic Triathlon Club,15,M,,0,81,81,0,
41,Beith Harriers,16,M,,0,81,81,0,
42,Calderglen Harriers,17,M,,0,81,81,0,
43,Campbeltown Running Club,18,M,,0,81,81,0,
44,Clydesdale Harriers,19,M,,0,81,81,0,
45,Cumbernauld AAC,20,M,,0,81,81,0,
46,Dumbarton AAC,21,M,,0,81,81,0,
47,Dumfries Harriers,22,M,,0,81,81,0,
48,Dumfries Running Club,23,M,,0,81,81,0,
49,Galloway Harriers AAC,24,M,,0,81,81,0,
50,Girvan AC,25,M,,0,81,81,0,
51,Glasgow Caledonian University AC,26,M,,0,81,81,0,
52,Glasgow FrontRunners,27,M,,0,81,81,0,
53,Glasgow Triathlon Club,28,M,,0,81,81,0,
54,West End RR,56,M,,0,81,81,0,
55,Greenock Glenpark Harriers,30,M,,0,81,81,0,
56,Helensburgh AAC,32,M,,0,81,81,0,
57,Glasgow University Hares and Hounds,29,M,,0,81,81,0,
