position,Club name,team,gender,finisherPositions,teamPoints,penaltyPoints,totalPoints,totalFinishers,Website
1,Law & District AAC,37,F,"2,5,13",20,0,20,4,
2,Kilmarnock H&AC,2,F,"8,14,15",37,0,37,3,http://www.kilmarnockharriers.com/
3,Airdrie Harriers,11,F,"7,16",23,27,50,2,
4,Kilbarchan AAC,34,F,1,1,54,55,1,
5,East Kilbride AC,1,F,3,3,54,57,1,http://www.ekac.org.uk/
6,Ayr Seaforth AC,14,F,4,4,54,58,1,
7,Kirkintilloch Olympians,35,F,6,6,54,60,1,
8,Giffnock North AC,7,F,9,9,54,63,1,
9,Larkhall YMCA,36,F,10,10,54,64,1,
10,Cambuslang Harriers,6,F,11,11,54,65,1,
11,Whitemoss AAC,57,F,12,12,54,66,1,
12,Annan and District AC,12,F,,0,81,81,0,
13,Bellahouston RR,3,F,,0,81,81,0,https://www.bellahoustonroadrunners.co.uk/
14,Maryhill Harriers,38,F,,0,81,81,0,
15,Mid Argyll AAC,39,F,,0,81,81,0,
16,Motherwell AC,40,F,,0,81,81,0,
17,Mull AC,41,F,,0,81,81,0,
18,Newton Road Runners,42,F,,0,81,81,0,
19,Nithsdale AC,43,F,,0,81,81,0,
20,North Ayrshire AAC,44,F,,0,81,81,0,
21,Red Star AC,45,F,,0,81,81,0,
22,Royal Mail Run GMC,46,F,,0,81,81,0,
23,Scottish Fire & Rescue Service AC,47,F,,0,81,81,0,
24,Springburn Harriers,48,F,,0,81,81,0,
25,Stewartry AC,49,F,,0,81,81,0,
26,Strathaven Striders,50,F,,0,81,81,0,
27,Strathclyde Police AC,51,F,,0,81,81,0,
28,Strathclyde University Harriers,52,F,,0,81,81,0,
29,Troon Tortoises,53,F,,0,81,81,0,
30,VP-Glasgow,54,F,,0,81,81,0,
31,West Dunbartonshire AC,55,F,,0,81,81,0,
32,Inverclyde AC,4,F,,0,81,81,0,
33,Westerlands CCC,5,F,,0,81,81,0,
34,Bellahouston Harriers,8,F,,0,81,81,0,
35,Irvine RC,33,F,,0,81,81,0,
36,Arran Runners,13,F,,0,81,81,0,
37,Garscube Harriers,9,F,,0,81,81,0,
38,Ayrodynamic Triathlon Club,15,F,,0,81,81,0,
39,Beith Harriers,16,F,,0,81,81,0,
40,Calderglen Harriers,17,F,,0,81,81,0,
41,Campbeltown Running Club,18,F,,0,81,81,0,
42,Clydesdale Harriers,19,F,,0,81,81,0,
43,Cumbernauld AAC,20,F,,0,81,81,0,
44,Dumbarton AAC,21,F,,0,81,81,0,
45,Shettleston Harriers,10,F,,0,81,81,0,
46,Dumfries Harriers,22,F,,0,81,81,0,
47,Galloway Harriers AAC,24,F,,0,81,81,0,
48,Girvan AC,25,F,,0,81,81,0,
49,Glasgow Caledonian University AC,26,F,,0,81,81,0,
50,Glasgow FrontRunners,27,F,,0,81,81,0,
51,Glasgow Triathlon Club,28,F,,0,81,81,0,
52,West End RR,56,F,,0,81,81,0,
53,Greenock Glenpark Harriers,30,F,,0,81,81,0,
54,Hamilton Harriers,31,F,,0,81,81,0,
55,Helensburgh AAC,32,F,,0,81,81,0,
56,Dumfries Running Club,23,F,,0,81,81,0,
57,Glasgow University Hares and Hounds,29,F,,0,81,81,0,
