,team
0,37F
1,17F
2,1F
3,14F
4,14F
5,40F
6,7F
7,11F
8,37F
9,44F
10,37F
11,11F
12,7F
13,37F
14,10F
15,7F
16,11F
17,54F
18,54F
19,11F
20,2F
21,11F
22,54F
23,36F
24,7F
25,1F
26,11F
27,4F
28,1F
29,4F
30,34F
31,9F
32,1F
33,34F
34,11F
35,11F
36,17F
37,37F
38,9F
39,4F
40,37F
41,44F
42,6F
43,14F
44,32F
45,44F
46,7F
47,48F
48,34F
49,34F
50,4F
51,11F
52,17F
53,4F
54,4F
55,10F
56,32F
57,10F
58,11F
59,54F
