,team
0,34F
1,7F
2,7F
3,37F
4,7F
5,11F
6,44F
7,32F
8,1F
9,2F
10,7F
11,6F
12,4F
13,2F
14,44F
15,44F
16,1F
17,48F
18,1F
19,2F
20,7F
21,1F
22,7F
23,2F
24,2F
25,44F
26,6F
27,2F
28,14F
29,36F
30,36F
31,48F
32,40F
33,7F
34,10F
35,1F
36,7F
37,37F
38,44F
39,30F
40,1F
41,1F
42,10F
43,2F
44,54F
45,57F
46,11F
47,11F
48,37F
49,10F
50,54F
51,44F
52,4F
53,4F
54,11F
55,11F
56,6F
