,team
0,37F
1,7F
2,11F
3,54F
4,10F
5,17F
6,4F
7,44F
8,37F
9,1F
10,40F
11,37F
12,34F
13,51F
14,2F
15,44F
16,34F
17,7F
18,14F
19,7F
20,36F
21,11F
22,54F
23,4F
24,48F
25,10F
26,4F
27,4F
28,10F
29,1F
30,11F
31,11F
32,4F
33,1F
34,6F
35,7F
36,11F
37,37F
38,44F
39,7F
40,54F
41,1F
42,14F
43,54F
44,6F
45,4F
46,57F
47,10F
48,10F
49,34F
50,1F
51,7F
52,4F
53,44F
54,57F
55,44F
56,1F
57,11F
