1,Total,Club name,Website
11,11,Cambuslang Harriers,https://cambuslangharriers.org/
23,23,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/
50,50,Calderglen Harriers,http://www.calderglenharriers.org.uk/
51,51,East Kilbride AC,http://www.ekac.org.uk/
63,63,Law & District AAC,http://www.lawaac.co.uk/
70,70,Larkhall YMCA,https://www.larkhallymcaharriers.org
71,71,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
73,73,Troon Tortoises,http://troontortoises.co.uk
80,80,Westerlands CCC,https://westerlandsccc.co.uk/
