1,Total,Club name,Website
9,9,Cambuslang Harriers,https://cambuslangharriers.org/
19,19,East Kilbride AC,http://www.ekac.org.uk/
34,34,Law & District AAC,http://www.lawaac.co.uk/
46,46,Motherwell AC,https://motherwellac.com/
66,66,Shettleston Harriers,http://shettlestonharriers.org.uk/
67,67,Helensburgh AAC,https://www.helensburghaac.com/
68,68,Strathaven Striders,
70,70,Giffnock North AC,https://www.giffnocknorth.co.uk/
