1,Total,Club name,Website
33,33,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
34,34,Cambuslang Harriers,https://cambuslangharriers.org/
35,35,Law & District AAC,http://www.lawaac.co.uk/
36,36,Kilbarchan AAC,https://kilbarchanaac.org.uk/
37,37,Calderglen Harriers,http://www.calderglenharriers.org.uk/
38,38,VP-Glasgow,https://www.vp-glasgow.com
