,team
0,37F
1,34F
2,1F
3,14F
4,7F
5,14F
6,14F
7,37F
8,7F
9,40F
10,6F
11,4F
12,17F
13,2F
14,37F
15,11F
16,37F
17,37F
18,1F
19,11F
20,2F
21,4F
22,1F
23,4F
24,7F
25,11F
26,7F
27,40F
28,11F
29,17F
30,7F
31,7F
32,11F
33,44F
34,2F
35,2F
36,36F
37,14F
38,44F
39,2F
40,1F
41,11F
42,2F
43,11F
44,6F
45,2F
46,11F
47,11F
48,11F
49,17F
50,37F
51,11F
52,37F
53,11F
