,team
0,37F
1,37F
2,37F
3,37F
4,7F
5,4F
6,14F
7,11F
8,14F
9,14F
10,7F
11,7F
12,36F
13,44F
14,14F
15,7F
16,1F
17,37F
18,7F
19,1F
20,2F
21,11F
22,7F
23,1F
24,40F
25,1F
26,11F
27,1F
28,36F
29,2F
30,1F
31,2F
32,44F
33,11F
34,37F
35,44F
36,1F
37,1F
38,8F
39,11F
40,14F
41,7F
42,11F
43,1F
44,11F
45,44F
46,14F
47,1F
48,10F
49,37F
50,7F
51,44F
52,2F
53,2F
