,team
0,7M
1,2M
2,2M
3,14M
4,37M
5,2M
6,1F
7,8M
8,44F
9,40M
10,7F
11,17M
12,1F
13,14F
14,44M
15,7F
16,6M
17,14F
18,2M
19,14F
20,17M
21,6M
22,2M
23,2F
24,44F
25,2M
26,6F
27,11F
28,50M
29,2M
30,37M
31,40F
32,1F
33,44F
34,1F
35,37F
36,40F
37,37F
38,40F
39,7F
40,11F
41,40F
42,40F
43,7F
44,37F
45,1F
46,36M
47,36M
48,6F
49,8F
50,7F
51,8F
52,6F
