,team
0,34M
1,48M
2,44M
3,54M
4,2M
5,7M
6,4M
7,37M
8,57M
9,34M
10,34M
11,10M
12,7M
13,7M
14,30M
15,10M
16,10M
17,7M
18,37M
19,7M
20,7M
21,6M
22,11M
23,17M
24,6M
25,6M
26,7M
27,14M
28,34M
29,14M
30,17M
31,7M
32,37M
33,7M
34,10M
35,4M
36,7M
37,10M
38,6M
39,6M
40,17M
41,32M
42,1M
43,11M
44,7M
45,7M
46,14M
47,37M
48,1M
49,37M
50,11M
51,1M
52,14M
53,4M
54,11M
55,32M
56,14M
57,37M
58,40M
59,34M
60,8M
