,team
0,7F
1,37F
2,37F
3,6F
4,40F
5,1F
6,10F
7,11F
8,1F
9,54F
10,14F
11,7F
12,37F
13,7F
14,14F
15,14F
16,1F
17,11F
18,37F
19,10F
20,7F
21,7F
22,44F
23,40F
24,7F
25,48F
26,7F
27,11F
28,57F
29,44F
30,34F
31,1F
32,7F
33,1F
34,6F
35,40F
36,4F
37,17F
38,1F
39,7F
40,1F
41,7F
42,1F
43,11F
44,7F
45,40F
46,1F
47,7F
