,team
0,7M
1,9M
2,37M
3,6M
4,37M
5,1M
6,7F
7,40M
8,4F
9,37F
10,14M
11,1M
12,6M
13,6M
14,8M
15,7M
16,37M
17,7F
18,17M
19,44F
20,34M
21,14F
22,54F
23,7M
24,44F
25,11M
26,1F
27,2M
28,32F
29,11F
30,37M
31,44F
32,4F
33,2M
34,48F
35,4F
36,54F
37,4F
38,2F
39,34F
40,54F
41,37F
42,40M
43,57F
44,37F
45,37F
46,7F
47,4F
48,40F
49,7M
50,7F
51,48F
52,11F
53,11M
54,17F
