,team
0,37F
1,37F
2,34F
3,14F
4,10F
5,37F
6,37F
7,34F
8,11F
9,11F
10,7F
11,1F
12,40F
13,37F
14,34F
15,4F
16,1F
17,11F
18,7F
19,44F
20,11F
21,11F
22,6F
23,8F
24,4F
25,10F
26,7F
27,7F
28,37F
29,11F
30,1F
31,34F
32,57F
33,7F
34,11F
35,1F
36,1F
37,8F
38,17F
39,11F
40,11F
41,1F
42,11F
43,1F
