position,Club name,team,gender,finisherPositions,teamPoints,penaltyPoints,totalPoints,totalFinishers,Website
1,Shettleston Harriers,10,F,1,1,26,27,1,http://shettlestonharriers.org.uk/
2,East Kilbride AC,1,F,2,2,26,28,1,http://www.ekac.org.uk/
3,Kilmarnock H&AC,2,F,3,3,26,29,1,http://www.kilmarnockharriers.com/
