position,Club name,team,gender,finisherPositions,teamPoints,penaltyPoints,totalPoints,totalFinishers,Website
1,Law & District AAC,37,F,"2,7,8",17,0,17,3,http://www.lawaac.co.uk/
2,Airdrie Harriers,11,F,1,1,40,41,1,http://airdrieharriers.org/
3,East Kilbride AC,1,F,3,3,40,43,1,http://www.ekac.org.uk/
4,Inverclyde AC,4,F,4,4,40,44,1,https://www.inverclydeac.org/
5,Shettleston Harriers,10,F,5,5,40,45,1,http://shettlestonharriers.org.uk/
6,Whitemoss AAC,57,F,6,6,40,46,1,https://whitemossaac.co.uk/
7,Bellahouston Harriers,8,F,9,9,40,49,1,http://www.bellahoustonharriers.co.uk/
8,Kilmarnock H&AC,2,F,10,10,40,50,1,http://www.kilmarnockharriers.com/
