,team
0,48M
1,37M
2,14M
3,7M
4,34M
5,4M
6,37M
7,2M
8,40M
9,4M
10,14M
11,40M
12,2M
13,7M
14,44M
15,34M
16,34M
17,48M
18,37M
19,34M
20,11M
21,32M
22,1M
23,2M
24,10M
25,36M
26,2M
27,34M
28,11M
29,6M
30,4M
31,11M
