,team
0,9M
1,7M
2,7M
3,7M
4,7M
5,37M
6,48M
7,6M
8,7M
9,7M
10,37M
11,6M
12,1M
13,7M
14,4M
15,7M
16,10M
17,4M
18,34M
19,10M
20,2M
21,11M
22,14M
23,4M
24,54M
25,2M
26,44M
27,1M
