,team
0,9F
1,7F
2,44F
3,7F
4,7F
5,37F
6,7F
7,11F
8,7F
9,7F
10,4F
11,4F
12,54F
13,7F
14,44F
15,11F
16,37F
17,57F
18,2F
19,14F
20,2F
21,10F
22,34F
23,44F
24,1F
25,4F
26,34F
27,7F
28,34F
29,11F
30,11F
31,2F
32,48F
33,57F
34,7F
35,37F
36,11F
37,11F
38,11F
39,7F
40,7F
41,37F
42,1F
43,10F
44,4F
45,2F
46,11F
47,57F
48,11F
49,36F
50,37F
51,11F
