,team
0,54M
1,7M
2,7M
3,9M
4,48M
5,6M
6,34M
7,6M
8,37M
9,11M
10,7M
11,9M
12,14M
13,7M
14,4M
15,7M
16,4M
17,14M
18,2M
19,10M
20,54M
